trader_id,handle,display_name,profile_url,evm_wallet,blockscout_url,chain,chain_id,followers,fills,buys,sells,volume_usd,realized_pnl_usd,unrealized_pnl_usd,net_pnl_usd,closed_trades,wins,win_rate,best_trade_usd,worst_trade_usd,open_bags,last_activity_unix,solana_wallet,solana_mapping_status
unipcs,unipcs,Unipcs,https://fomo.family/profile/unipcs,0x0a6ebed0155edb4b21d92ad02897a626cd90119e,https://robinhoodchain.blockscout.com/address/0x0a6ebed0155edb4b21d92ad02897a626cd90119e,robinhood,4663,514576,504,428,76,2085197.7716972267,-219890.445323487,490405.45574818004,270515.01042469306,31,19,0.6129032258064516,1662.4154517552968,-118077.86079799998,262,1788886166,,pending
PoorGoat_,PoorGoat_,PoorGoat🐂🀄️💛🐈,https://fomo.family/profile/PoorGoat_,0x9ce0cb4a193acbce0dca3283972341aed6f3f614,https://robinhoodchain.blockscout.com/address/0x9ce0cb4a193acbce0dca3283972341aed6f3f614,robinhood,4663,498702,33,33,0,9816.736772213893,0,4226.812104357716,4226.812104357716,0,0,,,,40,1788885294,,pending
DumbCrayonEater,DumbCrayonEater,DumbCrayonEater,https://fomo.family/profile/DumbCrayonEater,0x8f62a08537cede87d511aca6436274ab4ca080a3,https://robinhoodchain.blockscout.com/address/0x8f62a08537cede87d511aca6436274ab4ca080a3,robinhood,4663,483339,83,79,4,236475.8667946135,-1082.461318082376,47157.63449452701,46075.17317644464,1,0,0,-1100.286947000001,-1100.286947000001,76,1788885215,,pending
change,change,change,https://fomo.family/profile/change,0x92bff72e6c943a1348aedf15d68e758e811dec64,https://robinhoodchain.blockscout.com/address/0x92bff72e6c943a1348aedf15d68e758e811dec64,robinhood,4663,338419,807,478,329,8288892.491712252,50345.036638256766,-348656.6785795551,-298311.6419412984,43,10,0.23255813953488372,33066.957036751555,-10216.252706351246,73,1788886371,,pending
ether_monk,ether_monk,Ethermonk 📿,https://fomo.family/profile/ether_monk,0x2408ce75d217e3a70d6ca370c78c1b34d706f5a0,https://robinhoodchain.blockscout.com/address/0x2408ce75d217e3a70d6ca370c78c1b34d706f5a0,robinhood,4663,319349,314,280,34,2240104.5647914824,-46446.45685306063,427532758.3903203,427486311.93346727,32,15,0.46875,4847.820916999999,-16452.104795366802,63,1788885970,,pending
0xAvast,0xAvast,Avast,https://fomo.family/profile/0xAvast,0xcc0c581613dfd4ace7c8686668427236f8bd5cc5,https://robinhoodchain.blockscout.com/address/0xcc0c581613dfd4ace7c8686668427236f8bd5cc5,robinhood,4663,277140,121,91,30,793472.6854361391,-112092.33160952882,447070.46716813534,334978.13555860653,23,9,0.391304347826087,12535.195664000003,-49445.038725,32,1788885970,,pending
Aurelius0121,Aurelius0121,Aurelius,https://fomo.family/profile/Aurelius0121,0x0c175c6a0065ee05f871a68783d2de432a1e6cbe,https://robinhoodchain.blockscout.com/address/0x0c175c6a0065ee05f871a68783d2de432a1e6cbe,robinhood,4663,275064,387,333,54,1589799.3261242022,-221021.81203514017,486869.1548580057,265847.3428228655,21,7,0.3333333333333333,5498.968061,-130549.58615300001,49,1788857249,,pending
Quanterty,Quanterty,Qwerty,https://fomo.family/profile/Quanterty,0x0121525f755c9e7bbc525bba6672716ab46ced57,https://robinhoodchain.blockscout.com/address/0x0121525f755c9e7bbc525bba6672716ab46ced57,robinhood,4663,262657,165,134,31,2685558.38361125,15913.809373407204,-39846.76308366156,-23932.953710254355,8,5,0.625,15867.370825999998,-54565.29978800003,56,1788885222,,pending
frankdegods,frankdegods,frank,https://fomo.family/profile/frankdegods,0x696d1265c8fc4f14797abebfae3c43ebfa9d8e28,https://robinhoodchain.blockscout.com/address/0x696d1265c8fc4f14797abebfae3c43ebfa9d8e28,robinhood,4663,244322,767,595,172,4302268.613570535,219726.36848002105,-64240.60762944551,155485.76085057552,102,39,0.38235294117647056,88575.868692,-73255.0221994104,191,1788886148,,pending
Salem1299534,Salem1299534,Salem,https://fomo.family/profile/Salem1299534,0xb8f305f27ccc406373de0082cc06cb1d065504ea,https://robinhoodchain.blockscout.com/address/0xb8f305f27ccc406373de0082cc06cb1d065504ea,robinhood,4663,199353,74,62,12,1483105.2338784048,-322558.8799768842,84358.12943453446,-238200.7505423497,4,2,0.5,2736.2391350000007,-40603.43662847218,34,1788879893,,pending
Rowdy,Rowdy,Rowdy,https://fomo.family/profile/Rowdy,0x03ba951f72e59899ac8dab30cb5624dbe5d52bb8,https://robinhoodchain.blockscout.com/address/0x03ba951f72e59899ac8dab30cb5624dbe5d52bb8,robinhood,4663,174880,616,371,245,3486433.7660791446,-60114.21194962671,547194.0364476907,487079.824498064,119,41,0.3445378151260504,103122.34201326457,-30126.050539000003,63,1788887220,,pending
Binkieee,Binkieee,Binkieee,https://fomo.family/profile/Binkieee,0xd874259110c6e086f1d2fee474b73e69b8f5dab0,https://robinhoodchain.blockscout.com/address/0xd874259110c6e086f1d2fee474b73e69b8f5dab0,robinhood,4663,151246,313,207,106,1010367.9348353931,-199434.03550091834,-160787.36161080416,-360221.3971117225,46,12,0.2608695652173913,2698.6299010000002,-18828.192670179822,41,1788851239,,pending
tjrtradez,tjrtradez,tjrtradez,https://fomo.family/profile/tjrtradez,0x7b80bf27ccfda847aef81790a7547c5e14da36ef,https://robinhoodchain.blockscout.com/address/0x7b80bf27ccfda847aef81790a7547c5e14da36ef,robinhood,4663,145085,41,19,22,297616.2195180379,-39045.70925996208,-2349.6331027857354,-41395.34236274782,11,3,0.2727272727272727,17772.372892000007,-40943.080799,6,1788792920,,pending
remusofmars,remusofmars,remus 🐂🀄️,https://fomo.family/profile/remusofmars,0x8ab8c0843d9738885d6273dfe3de86c56eea364c,https://robinhoodchain.blockscout.com/address/0x8ab8c0843d9738885d6273dfe3de86c56eea364c,robinhood,4663,143043,298,186,112,429259.10287517833,44116.40483456531,137029.37569875468,181145.78053331998,94,51,0.5425531914893617,11643.953979256625,-3559.2522609999996,39,1788886199,,pending
orangie,orangie,orangie,https://fomo.family/profile/orangie,0x0eb6f8e5c8bc7d5c920d485b7b3d52e56cdef21f,https://robinhoodchain.blockscout.com/address/0x0eb6f8e5c8bc7d5c920d485b7b3d52e56cdef21f,robinhood,4663,130534,220,141,79,674478.4572051296,-37668.3756822894,14898.971815143857,-22769.403867145542,42,15,0.35714285714285715,34975.233589,-10690.207131651068,17,1788876994,,pending
theveeman,theveeman,Vee,https://fomo.family/profile/theveeman,0xa0670863bd5cd0d60022bab2eed78e81e1a06bce,https://robinhoodchain.blockscout.com/address/0xa0670863bd5cd0d60022bab2eed78e81e1a06bce,robinhood,4663,129105,94,54,40,199248.06958578588,-50185.03895917414,3252393.4671196947,3202208.4281605207,19,4,0.21052631578947367,810.859502999996,-10772.770958620038,30,1788874132,,pending
brezscales,brezscales,Brez,https://fomo.family/profile/brezscales,0xa70dd65d01cc4eb190822261a114f4110fa5d8ef,https://robinhoodchain.blockscout.com/address/0xa70dd65d01cc4eb190822261a114f4110fa5d8ef,robinhood,4663,128205,55,30,25,199474.72770423308,-28160.71802252938,-20081.069876074784,-48241.78789860416,13,4,0.3076923076923077,2689.0337820000004,-11370.677953,11,1788883985,,pending
AlertSilkyLoon,AlertSilkyLoon,AlertSilkyLoon,https://fomo.family/profile/AlertSilkyLoon,0xc6c341eee69f681ca8efa59aa167fecb2a2f0db5,https://robinhoodchain.blockscout.com/address/0xc6c341eee69f681ca8efa59aa167fecb2a2f0db5,robinhood,4663,121374,0,0,0,0,0,0,0,0,0,,,,0,,,pending
songz,songz,songz,https://fomo.family/profile/songz,0xd3a61ba3bd055f6aa962cc7554e117b4baf8d0a5,https://robinhoodchain.blockscout.com/address/0xd3a61ba3bd055f6aa962cc7554e117b4baf8d0a5,robinhood,4663,120552,108,73,35,384372.6127379248,-140982.36116450236,14472.920459695812,-126509.44070480655,17,4,0.23529411764705882,1100.0679069999996,-16889.295806726168,6,1788703891,,pending
loganlim_x,loganlim_x,Logan Lim,https://fomo.family/profile/loganlim_x,0x8224c04a8f66557df682fd0581eb3724bd2bee07,https://robinhoodchain.blockscout.com/address/0x8224c04a8f66557df682fd0581eb3724bd2bee07,robinhood,4663,119317,414,261,153,2601105.3279077234,-100164.73936899987,-1129.4844685810385,-101294.22383758091,28,13,0.4642857142857143,112049.17091999999,-164333.96188213705,11,1788887922,,pending
jotagezin,jotagezin,jg,https://fomo.family/profile/jotagezin,0xc1d4b5e64473fd90bf0390a1e0b61876064fd503,https://robinhoodchain.blockscout.com/address/0xc1d4b5e64473fd90bf0390a1e0b61876064fd503,robinhood,4663,118738,8,7,1,18632.458889711383,-3685.6147212886162,-10125.820502506785,-13811.4352237954,1,0,0,-3685.6147212886162,-3685.6147212886162,6,1788825250,,pending
Pasterniq,Pasterniq,Pasterniq,https://fomo.family/profile/Pasterniq,0x6c1234dc73ee99934e8553ac82c4b0755f09a80a,https://robinhoodchain.blockscout.com/address/0x6c1234dc73ee99934e8553ac82c4b0755f09a80a,robinhood,4663,117189,334,248,86,1583514.7157326709,-185647.9807612525,-3525.071691387957,-189173.05245264043,42,4,0.09523809523809523,4647.161270999999,-23286.020097000015,11,1788886441,,pending
The__Solstice,The__Solstice,TheS◎Lstice,https://fomo.family/profile/The__Solstice,0xd1c77a04b87393e98a1220532e72e8f7d0a31c5a,https://robinhoodchain.blockscout.com/address/0xd1c77a04b87393e98a1220532e72e8f7d0a31c5a,robinhood,4663,110961,80,44,36,206928.41230984838,635.814357054657,1364.7422427591955,2000.5565998138525,26,26,1,438.85787912580037,1.5750597286901453,25,1788887047,,pending
397397,397397,Lasercat397,https://fomo.family/profile/397397,0xcbaea88c17888e3c7b84117bd6ebbdbf4f95b810,https://robinhoodchain.blockscout.com/address/0xcbaea88c17888e3c7b84117bd6ebbdbf4f95b810,robinhood,4663,109719,105,73,32,683354.1900726756,144052.66058851755,12931705.39522719,13075758.055815708,20,9,0.45,9134.042564,-64365.76732800001,39,1788874068,,pending
AvgJoesCrypto,AvgJoesCrypto,AJC,https://fomo.family/profile/AvgJoesCrypto,0x06de9c48b1e639ed5c13ec8fbd4080a38e39f2d1,https://robinhoodchain.blockscout.com/address/0x06de9c48b1e639ed5c13ec8fbd4080a38e39f2d1,robinhood,4663,105301,966,101,865,1101339.060877561,-7793.82195990873,287261.73428522155,279467.91232531285,65,49,0.7538461538461538,1416.8645500000002,-1240.9757519999998,86,1788885468,,pending
insentos,insentos,insentos,https://fomo.family/profile/insentos,0x93c006f2051cb72168cf8c27cafe0fb2d71682c8,https://robinhoodchain.blockscout.com/address/0x93c006f2051cb72168cf8c27cafe0fb2d71682c8,robinhood,4663,101544,130,94,36,545807.8552473559,18187.682607933275,55220.297726480996,73407.98033441427,28,17,0.6071428571428571,10786.396239000002,-2029.3707050000012,24,1788885970,,pending
RuneCrypto_,RuneCrypto_,RUNE,https://fomo.family/profile/RuneCrypto_,0x180906a0ef400e4747eac35d4e02ffa18979e328,https://robinhoodchain.blockscout.com/address/0x180906a0ef400e4747eac35d4e02ffa18979e328,robinhood,4663,101049,99,75,24,815758.0658774022,-183738.3379112166,1501.8210400409444,-182236.51687117567,8,4,0.5,4555.921004,-17982.693096000003,19,1788887754,,pending
MemeKingdom,MemeKingdom,KING 👑,https://fomo.family/profile/MemeKingdom,0xde7c85ed0520221b7d5802753366410fc8eba6d7,https://robinhoodchain.blockscout.com/address/0xde7c85ed0520221b7d5802753366410fc8eba6d7,robinhood,4663,97031,12,11,1,3404.4704382700324,0,-144.53631089085047,-144.53631089085047,0,0,,,,8,1788822044,,pending
DipWheeler,DipWheeler,Dip Wheeler,https://fomo.family/profile/DipWheeler,0x28a92ff139536c780b3d8b172e68bd2d32a666a6,https://robinhoodchain.blockscout.com/address/0x28a92ff139536c780b3d8b172e68bd2d32a666a6,robinhood,4663,91431,249,155,94,566063.6048521725,-30957.287183926437,115252.5314551553,84295.24427122886,59,26,0.4406779661016949,29649.598178000004,-8717.649013999999,24,1788881160,,pending
ResellCalendar,ResellCalendar,RC,https://fomo.family/profile/ResellCalendar,0xf7c0d9aee226b632a25b1c096d8c285ed20d55b1,https://robinhoodchain.blockscout.com/address/0xf7c0d9aee226b632a25b1c096d8c285ed20d55b1,robinhood,4663,89291,232,152,80,353900.57978605776,45912.741130965274,-16810.349566389617,29102.391564575657,26,11,0.4230769230769231,30775.865004000007,-5145.973903,60,1788885764,,pending
wrld_sol,wrld_sol,wrld,https://fomo.family/profile/wrld_sol,0xeea1a89465e31fbd95ab99b2f81ab3b974cb674e,https://robinhoodchain.blockscout.com/address/0xeea1a89465e31fbd95ab99b2f81ab3b974cb674e,robinhood,4663,89160,76,54,22,212617.21117333745,32565.001935371554,25225.800394409394,57790.80232978095,12,8,0.6666666666666666,2182.492198,-5472.238555,25,1788843206,,pending
Natan_benish,Natan_benish,Nate,https://fomo.family/profile/Natan_benish,0x1890e719822bc704c4f117aa4109401c2bab6f79,https://robinhoodchain.blockscout.com/address/0x1890e719822bc704c4f117aa4109401c2bab6f79,robinhood,4663,84966,46,46,0,51613.993031850216,0,-18530.298445165532,-18530.298445165532,0,0,,,,66,1788878244,,pending
brrrgrrrz,brrrgrrrz,Burgz,https://fomo.family/profile/brrrgrrrz,0x8e4f5d00a5f4d7877a0f66b98fdf9d40323bc52a,https://robinhoodchain.blockscout.com/address/0x8e4f5d00a5f4d7877a0f66b98fdf9d40323bc52a,robinhood,4663,78421,146,88,58,1234280.9159628677,-21316.530137497743,119786.26586379347,98469.73572629572,7,4,0.5714285714285714,4472.851964416326,-25502.232732999993,34,1788880022,,pending
jaketradesfr,jaketradesfr,JakeTradesFr,https://fomo.family/profile/jaketradesfr,0xd0e8309317dc4f07052df00e0e0c4a81e287b3a9,https://robinhoodchain.blockscout.com/address/0xd0e8309317dc4f07052df00e0e0c4a81e287b3a9,robinhood,4663,76564,6,3,3,352.219678,139.098874,0,139.098874,3,2,0.6666666666666666,101.54079999999999,-0.08393699999999882,0,1788392895,,pending
econoar,econoar,eric.eth,https://fomo.family/profile/econoar,0x1605b59dfe3c1742c815d604aab6a2faa3a5c91f,https://robinhoodchain.blockscout.com/address/0x1605b59dfe3c1742c815d604aab6a2faa3a5c91f,robinhood,4663,66777,442,354,88,3079859.0106175775,47226.767530195386,1848590.5352043868,1895817.3027345822,57,20,0.3508771929824561,71706.59159233388,-8497.263373,62,1788886441,,pending
fmpumpguy,fmpumpguy,fomopumpguy,https://fomo.family/profile/fmpumpguy,0xb0e9dcce59a1526c4277168a2505993d303f6060,https://robinhoodchain.blockscout.com/address/0xb0e9dcce59a1526c4277168a2505993d303f6060,robinhood,4663,65621,310,166,144,282278.45349741075,-51553.03437570294,4478.365982906213,-47074.668392796724,138,45,0.32608695652173914,4707.150638,-12420.669487508987,21,1788843936,,pending
DopamineFeenFr1,DopamineFeenFr1,DopamineFeenFr1,https://fomo.family/profile/DopamineFeenFr1,0xbdce13a1cadea23a61013fbfb470c7eef4ba9520,https://robinhoodchain.blockscout.com/address/0xbdce13a1cadea23a61013fbfb470c7eef4ba9520,robinhood,4663,64149,826,458,368,617545.9897623156,17533.031607709065,-7858.875961919213,9674.155645789851,58,17,0.29310344827586204,16954.259641693694,-13008.202479000003,18,1788886735,,pending
0xleo,0xleo,leo,https://fomo.family/profile/0xleo,0xeb0f432beecf10dcc828fc1e36a3386caf634637,https://robinhoodchain.blockscout.com/address/0xeb0f432beecf10dcc828fc1e36a3386caf634637,robinhood,4663,63943,132,122,10,961783.8212153089,-119842.90747899986,74973.94748629548,-44868.959992704375,2,0,0,-9863.783952000005,-109979.12352699987,5,1788887963,,pending
bruisedwm,bruisedwm,bruisedwatermoon,https://fomo.family/profile/bruisedwm,0xd53bc2a5914fe5742ba1f3e6234cbfbeaff1d6d5,https://robinhoodchain.blockscout.com/address/0xd53bc2a5914fe5742ba1f3e6234cbfbeaff1d6d5,robinhood,4663,62296,0,0,0,0,0,0,0,0,0,,,,0,,,pending
smol_intern,smol_intern,ₛₘₒₗ intern 💡,https://fomo.family/profile/smol_intern,0x194db29f5bebacf3201abc9dbdda452116a3ff23,https://robinhoodchain.blockscout.com/address/0x194db29f5bebacf3201abc9dbdda452116a3ff23,robinhood,4663,60334,630,344,286,1598439.2414880903,243325.55658498532,40940.289493746124,284265.84607873147,69,39,0.5652173913043478,100767.18971000002,-15270.64112,25,1788887223,,pending
feeeq,feeeq,feeq 🍀,https://fomo.family/profile/feeeq,0xfdfac5700c28661646255f1c7ce137f70943e9d0,https://robinhoodchain.blockscout.com/address/0xfdfac5700c28661646255f1c7ce137f70943e9d0,robinhood,4663,57719,269,171,98,427010.60614224715,-61930.464127358995,-3834.740740156214,-65765.2048675152,56,11,0.19642857142857142,6959.226673999999,-25687.491512575685,2,1788879760,,pending
boosteryting,boosteryting,Jack,https://fomo.family/profile/boosteryting,0x5b30d0e72d624e0717d038a1982c88062c97de9a,https://robinhoodchain.blockscout.com/address/0x5b30d0e72d624e0717d038a1982c88062c97de9a,robinhood,4663,57128,346,163,183,258181.07773825206,-95089.28635366797,12262.427679793094,-82826.85867387487,35,22,0.6285714285714286,1750.5973996157318,-60329.824314,6,1788886347,,pending
rasmr,rasmr,rasmr,https://fomo.family/profile/rasmr,0x2fbd041a069bb3d7099d55179169091cfeec4221,https://robinhoodchain.blockscout.com/address/0x2fbd041a069bb3d7099d55179169091cfeec4221,robinhood,4663,56977,285,175,110,2489254.393220915,214526.24517207828,353290.78072525957,567817.0258973378,45,22,0.4888888888888889,35988.210687,-9408.498342999996,38,1788878282,,pending
traderpow,traderpow,pow🧲,https://fomo.family/profile/traderpow,0xbe38d196d1378f8388c94c3ed73c3c11632eea7e,https://robinhoodchain.blockscout.com/address/0xbe38d196d1378f8388c94c3ed73c3c11632eea7e,robinhood,4663,55653,533,342,191,3505266.333586879,-402057.6496884008,7375.376271059009,-394682.27341734176,38,11,0.2894736842105263,81999.00748573331,-14352.126044999997,27,1788881872,,pending
Dxranteth,Dxranteth,Dxrant,https://fomo.family/profile/Dxranteth,0x5a036136290afa666f012ad6dc2ee48aef46998e,https://robinhoodchain.blockscout.com/address/0x5a036136290afa666f012ad6dc2ee48aef46998e,robinhood,4663,54553,140,112,28,1527809.5099573426,11275.025629384161,660831257.0056041,660842532.0312335,12,3,0.25,108847.16790599999,-43698.52351286994,19,1788886441,,pending
ogle,ogle,ogle,https://fomo.family/profile/ogle,0x1bcc5f67cd17e13770f199fa03bc043b0cde1143,https://robinhoodchain.blockscout.com/address/0x1bcc5f67cd17e13770f199fa03bc043b0cde1143,robinhood,4663,54353,119,90,29,162024.50690677404,-10231.550124002131,106239.62727671103,96008.07715270891,12,5,0.4166666666666667,5112.208541999999,-3320.9854020000002,65,1788836930,,pending
pingucharts,pingucharts,Pingu Charts,https://fomo.family/profile/pingucharts,0x281d6b1de357372bcba4f190748a6cedc655f0fd,https://robinhoodchain.blockscout.com/address/0x281d6b1de357372bcba4f190748a6cedc655f0fd,robinhood,4663,52729,145,96,49,276670.333145,-61217.854578273116,-0.5106625714115216,-61218.36524084453,20,9,0.45,9454.466415,-39260.573413000006,3,1788801519,,pending
notanicecat69,notanicecat69,Wood,https://fomo.family/profile/notanicecat69,0xb02208d1b27811480cf6171bccc2b7af9513cddb,https://robinhoodchain.blockscout.com/address/0xb02208d1b27811480cf6171bccc2b7af9513cddb,robinhood,4663,52477,262,118,144,1890284.1507400011,111834.21965244964,55131.95063064236,166966.170283092,27,9,0.3333333333333333,50496.31595,-14652.592657999994,16,1788884558,,pending
ChronixTradez,ChronixTradez,ChronixTradez,https://fomo.family/profile/ChronixTradez,0xacc827b0e8ac300783f1c228b066bddcd04db9bf,https://robinhoodchain.blockscout.com/address/0xacc827b0e8ac300783f1c228b066bddcd04db9bf,robinhood,4663,48853,0,0,0,0,0,0,0,0,0,,,,0,,,pending
Juicycooks,Juicycooks,juicy,https://fomo.family/profile/Juicycooks,0x6ed3b31b6062679868c1036d3667c44afad44d56,https://robinhoodchain.blockscout.com/address/0x6ed3b31b6062679868c1036d3667c44afad44d56,robinhood,4663,44845,60,42,18,316806.96469255723,-104454.3818318718,-44288.92103954706,-148743.30287141885,2,2,1,377.31453899999997,267.8550580000001,6,1788819917,,pending
andy,andy,andy,https://fomo.family/profile/andy,0x3ecbecb8e47702249842c29cc5aed564ad1fa84b,https://robinhoodchain.blockscout.com/address/0x3ecbecb8e47702249842c29cc5aed564ad1fa84b,robinhood,4663,43692,317,169,148,1100656.0010297957,-171949.01448461795,10525.487352994607,-161423.52713162333,112,46,0.4107142857142857,3024.336987,-31237.82969402615,6,1788789816,,pending
Laolu,Laolu,Laolu,https://fomo.family/profile/Laolu,0xc427f2b60a2baaae61e00c7aa3b9a723f6f76566,https://robinhoodchain.blockscout.com/address/0xc427f2b60a2baaae61e00c7aa3b9a723f6f76566,robinhood,4663,43222,30,24,6,71230.09666299255,-4475.066932090777,-23233.603856102753,-27708.67078819353,0,0,,,,4,1788867984,,pending
airtightfish,airtightfish,Squid,https://fomo.family/profile/airtightfish,0x7e852343bfb6fae0fde911db16c8fcdca3b43bfd,https://robinhoodchain.blockscout.com/address/0x7e852343bfb6fae0fde911db16c8fcdca3b43bfd,robinhood,4663,42563,14,6,8,140722.78292646786,-27114.494698532144,-264.1476952251478,-27378.64239375729,5,1,0.2,4004.8807890000026,-23527.414994914292,1,1788871437,,pending
0xnobi,0xnobi,nobi,https://fomo.family/profile/0xnobi,0x8afc1142f5d3ca6c55bbc8c81d0c9cdf2cce380c,https://robinhoodchain.blockscout.com/address/0x8afc1142f5d3ca6c55bbc8c81d0c9cdf2cce380c,robinhood,4663,41880,94,86,8,47211.21743050861,-1880.9004280000001,-2568.688353103331,-4449.588781103331,3,0,0,-145.492213,-1079.647081,51,1788877638,,pending
0xFalcs,0xFalcs,Falcs,https://fomo.family/profile/0xFalcs,0x1cd026a1d83f8077100c9e98ccd29507a7b8844e,https://robinhoodchain.blockscout.com/address/0x1cd026a1d83f8077100c9e98ccd29507a7b8844e,robinhood,4663,41030,12,11,1,47971.18429268983,-3144.7718150000014,1524.5137625324824,-1620.258052467519,1,0,0,-3144.771815000002,-3144.771815000002,2,1788624484,,pending
icemandot,icemandot,Ice,https://fomo.family/profile/icemandot,0x672a45d3e05f3d2152b7e5b57fe2030d6de823eb,https://robinhoodchain.blockscout.com/address/0x672a45d3e05f3d2152b7e5b57fe2030d6de823eb,robinhood,4663,40932,0,0,0,0,0,0,0,0,0,,,,0,,,pending
FartmanSacks,FartmanSacks,Fartman Sacks,https://fomo.family/profile/FartmanSacks,0x7f6e4e1e59be05dc717c8e5429154a7408609ee2,https://robinhoodchain.blockscout.com/address/0x7f6e4e1e59be05dc717c8e5429154a7408609ee2,robinhood,4663,40400,544,339,205,4776526.318942716,-576558.8274066343,1372531.3882835712,795972.5608769369,44,13,0.29545454545454547,37011.37986547484,-79004.585356,45,1788886441,,pending
sadcrissy,sadcrissy,Crissy,https://fomo.family/profile/sadcrissy,0xfec1002223824973bcd7907d133b4c027beb40c0,https://robinhoodchain.blockscout.com/address/0xfec1002223824973bcd7907d133b4c027beb40c0,robinhood,4663,40262,236,46,190,173320.7840020426,-27666.183493370536,1.0622353334611034,-27665.121258037074,13,7,0.5384615384615384,9543.294460999998,-27262.177355999997,7,1788886517,,pending
MINHxDYNASTY,MINHxDYNASTY,MXD,https://fomo.family/profile/MINHxDYNASTY,0xa984149da86ad9cc8d67a47e3d7b57adb1415502,https://robinhoodchain.blockscout.com/address/0xa984149da86ad9cc8d67a47e3d7b57adb1415502,robinhood,4663,40088,322,194,128,468902.4740350149,-36700.82983361389,0,-36700.82983361389,23,8,0.34782608695652173,21965.059353999997,-9094.856392,10,1788880191,,pending
Scrooge,Scrooge,Scrooge McCoin,https://fomo.family/profile/Scrooge,0x7c3725c906090397dd62434d70c093d3713efe77,https://robinhoodchain.blockscout.com/address/0x7c3725c906090397dd62434d70c093d3713efe77,robinhood,4663,40044,8,6,2,2730.475456,-112.78763121624098,-690.3674519301283,-803.1550831463692,5,3,0.6,820.7427799563468,-890.7031935948697,2,1788622336,,pending
31337___,31337___,31337,https://fomo.family/profile/31337___,0xc9cafef2258a07f8455da92438360318b34848e2,https://robinhoodchain.blockscout.com/address/0xc9cafef2258a07f8455da92438360318b34848e2,robinhood,4663,38780,863,609,254,674539.2675588833,1969.4921426692629,-17557.130870762478,-15587.638728093214,211,104,0.4928909952606635,10654.030456999999,-2570.5492050000003,59,1788887771,,pending
0xuberM,0xuberM,UM,https://fomo.family/profile/0xuberM,0xcf6cdf01acb524d8e53d1d13b1a89fcadbd7034c,https://robinhoodchain.blockscout.com/address/0xcf6cdf01acb524d8e53d1d13b1a89fcadbd7034c,robinhood,4663,38218,2,0,2,5675.646898,0,-1.0712550000000003,-1.0712550000000003,0,0,,,,1,1788084267,,pending
XVentures,XVentures,X Ventures,https://fomo.family/profile/XVentures,0x274a38d48225256add28fb78c5e22df1fcacced7,https://robinhoodchain.blockscout.com/address/0x274a38d48225256add28fb78c5e22df1fcacced7,robinhood,4663,37341,5,4,1,26536.253382,0,32417.461499164343,32417.461499164343,0,0,,,,2,1788604118,,pending
SolSwizzle,SolSwizzle,Swizzle,https://fomo.family/profile/SolSwizzle,0x44fbe0006661d6d17188f1f6d42b32b5577179f7,https://robinhoodchain.blockscout.com/address/0x44fbe0006661d6d17188f1f6d42b32b5577179f7,robinhood,4663,37177,505,309,196,2144039.4244331145,-147694.24210150287,106456.10570121233,-41238.13640029053,25,10,0.4,12660.524569666828,-38592.10768600002,17,1788882449,,pending
Pixel_,Pixel_,Pixel 🦄,https://fomo.family/profile/Pixel_,0x437499da368d17bdb13d6aae97c2c530d0adbda1,https://robinhoodchain.blockscout.com/address/0x437499da368d17bdb13d6aae97c2c530d0adbda1,robinhood,4663,37069,6,3,3,4209.1887320000005,-694.0116840000001,0,-694.0116840000001,3,0,0,-109.24520600000005,-440.928174,1,1788749754,,pending
Thokani,Thokani,Thokani 🕊️,https://fomo.family/profile/Thokani,0xe6a5f7f6de90d5693fac766fca4d0d3214f95083,https://robinhoodchain.blockscout.com/address/0xe6a5f7f6de90d5693fac766fca4d0d3214f95083,robinhood,4663,36836,0,0,0,0,0,0,0,0,0,,,,2,,,pending
darkuwu,darkuwu,dark 🦄,https://fomo.family/profile/darkuwu,0x1e4d574fb1e311f9255e9453cde36965de7ba905,https://robinhoodchain.blockscout.com/address/0x1e4d574fb1e311f9255e9453cde36965de7ba905,robinhood,4663,36550,0,0,0,0,0,0,0,0,0,,,,0,,,pending
techquant,techquant,techquant,https://fomo.family/profile/techquant,0xefa334e0ac768ac01124cb9c13ac90c1a1f3d218,https://robinhoodchain.blockscout.com/address/0xefa334e0ac768ac01124cb9c13ac90c1a1f3d218,robinhood,4663,36220,88,56,32,541837.9727783311,-16971.251587570434,0,-16971.251587570434,24,15,0.625,19496.787143999998,-11187.249700999999,0,1788886302,,pending
bluntz_capital,bluntz_capital,bluntz,https://fomo.family/profile/bluntz_capital,0x551ee8420d4a1711e5f63eb47c532738940805c8,https://robinhoodchain.blockscout.com/address/0x551ee8420d4a1711e5f63eb47c532738940805c8,robinhood,4663,34921,423,302,121,5667277.361133771,-307734.13846492773,9030339.16958441,8722605.031119483,36,20,0.5555555555555556,58242.504077219986,-110370.5546136169,22,1788886166,,pending
nosanityxbt,nosanityxbt,nosanity,https://fomo.family/profile/nosanityxbt,0x32a8afff3e4197a5044f554149a2f2e946fcd0f0,https://robinhoodchain.blockscout.com/address/0x32a8afff3e4197a5044f554149a2f2e946fcd0f0,robinhood,4663,34880,627,301,326,1057098.0066588698,125179.62554001028,11544.471266590503,136724.09680660078,31,17,0.5483870967741935,15943.028691000003,-8521.999872,4,1788880197,,pending
